Price,Area,MaintenanceStaff,Gymnasium,SwimmingPool,ClubHouse,CarParking,LiftAvailable,City,No_of_Bedrooms,Security,Children_playarea
21.9,800,9,9,9,9,9,9,Delhi,2,9,9
28.9,800,9,9,9,9,9,9,Delhi,2,9,9
30.3,1000,9,9,9,9,9,9,Delhi,3,9,9
30.2,1000,9,9,9,9,9,9,Delhi,3,9,9
23.6,1000,9,9,9,9,9,9,Delhi,3,9,9
29.0,800,9,9,9,9,9,9,Delhi,2,9,9
22.5,1000,9,9,9,9,9,9,Delhi,3,9,9
21.8,800,9,9,9,9,9,9,Delhi,2,9,9
21.1,800,9,9,9,9,9,9,Delhi,2,9,9
28.4,800,9,9,9,9,9,9,Delhi,2,9,9
23.0,1000,9,9,9,9,9,9,Delhi,3,9,9
20.1,800,9,9,9,9,9,9,Delhi,2,9,9
50.0,800,9,9,9,9,9,9,Delhi,2,9,9
23.0,1000,9,9,9,9,9,9,Delhi,3,9,9
23.6,1000,9,9,9,9,9,9,Delhi,3,9,9
31.3,800,9,9,9,9,9,9,Delhi,2,9,9
20.9,1000,9,9,9,9,9,9,Delhi,3,9,9
29.0,800,9,9,9,9,9,9,Delhi,2,9,9
21.3,1000,9,9,9,9,9,9,Delhi,3,9,9
29.5,800,9,9,9,9,9,9,Delhi,2,9,9
22.4,1000,9,9,9,9,9,9,Delhi,3,9,9
22.1,800,9,9,9,9,9,9,Delhi,2,9,9
29.1,800,9,9,9,9,9,9,Delhi,2,9,9
20.5,1000,9,9,9,9,9,9,Delhi,3,9,9
21.8,800,9,9,9,9,9,9,Delhi,2,9,9
28.9,800,9,9,9,9,9,9,Delhi,2,9,9
23.5,1000,9,9,9,9,9,9,Delhi,3,9,9
29.0,800,9,9,9,9,9,9,Delhi,2,9,9
29.0,1005,9,9,9,9,9,9,Delhi,3,9,9
21.0,1000,9,9,9,9,9,9,Delhi,3,9,9
25.4,800,9,9,9,9,9,9,Delhi,2,9,9
23.1,1000,9,9,9,9,9,9,Delhi,3,9,9
29.3,800,9,9,9,9,9,9,Delhi,2,9,9
22.8,1000,9,9,9,9,9,9,Delhi,3,9,9
22.3,800,9,9,9,9,9,9,Delhi,2,9,9
29.7,800,9,9,9,9,9,9,Delhi,2,9,9
20.9,1000,9,9,9,9,9,9,Delhi,3,9,9
23.0,800,9,9,9,9,9,9,Delhi,2,9,9
29.4,800,9,9,9,9,9,9,Delhi,2,9,9
23.1,1000,9,9,9,9,9,9,Delhi,3,9,9
29.2,800,9,9,9,9,9,9,Delhi,2,9,9
22.3,800,9,9,9,9,9,9,Delhi,2,9,9
27.0,800,9,9,9,9,9,9,Delhi,2,9,9
23.1,1000,9,9,9,9,9,9,Delhi,3,9,9
22.6,800,9,9,9,9,9,9,Delhi,2,9,9
21.4,800,9,9,9,9,9,9,Delhi,2,9,9
21.4,800,9,9,9,9,9,9,Delhi,2,9,9
27.0,800,9,9,9,9,9,9,Delhi,2,9,9
23.0,1000,9,9,9,9,9,9,Delhi,3,9,9
29.5,800,9,9,9,9,9,9,Delhi,2,9,9
29.0,1000,9,9,9,9,9,9,Delhi,3,9,9
22.2,1000,9,9,9,9,9,9,Delhi,3,9,9
28.0,800,9,9,9,9,9,9,Delhi,2,9,9
24.0,1000,9,9,9,9,9,9,Delhi,3,9,9
21.0,800,9,9,9,9,9,9,Delhi,2,9,9
22.1,800,9,9,9,9,9,9,Delhi,2,9,9
26.4,800,9,9,9,9,9,9,Delhi,2,9,9
22.3,801,9,9,9,9,9,9,Delhi,2,9,9
21.9,800,9,9,9,9,9,9,Delhi,2,9,9
23.6,800,9,9,9,9,9,9,Delhi,2,9,9
29.8,800,9,9,9,9,9,9,Delhi,2,9,9
23.6,1000,9,9,9,9,9,9,Delhi,3,9,9
20.7,820,9,9,9,9,9,9,Delhi,2,9,9
23.4,800,9,9,9,9,9,9,Delhi,2,9,9
29.4,800,9,9,9,9,9,9,Delhi,2,9,9
28.2,1000,9,9,9,9,9,9,Delhi,3,9,9
22.1,1000,9,9,9,9,9,9,Delhi,3,9,9
23.5,800,9,9,9,9,9,9,Delhi,2,9,9
29.4,800,9,9,9,9,9,9,Delhi,2,9,9
30.2,1000,9,9,9,9,9,9,Delhi,3,9,9
22.9,1000,9,9,9,9,9,9,Delhi,3,9,9
22.2,800,9,9,9,9,9,9,Delhi,2,9,9
28.7,800,9,9,9,9,9,9,Delhi,2,9,9
23.5,1000,9,9,9,9,9,9,Delhi,3,9,9
29.0,800,9,9,9,9,9,9,Delhi,2,9,9
23.6,1000,9,9,9,9,9,9,Delhi,3,9,9
24.0,800,9,9,9,9,9,9,Delhi,2,9,9
30.0,800,9,9,9,9,9,9,Delhi,2,9,9
20.6,1000,9,9,9,9,9,9,Delhi,3,9,9
22.0,800,9,9,9,9,9,9,Delhi,2,9,9
22.0,800,9,9,9,9,9,9,Delhi,2,9,9
29.0,800,9,9,9,9,9,9,Delhi,2,9,9
27.9,1000,9,9,9,9,9,9,Delhi,3,9,9
21.0,1000,9,9,9,9,9,9,Delhi,3,9,9
21.7,800,9,9,9,9,9,9,Delhi,2,9,9
23.8,800,9,9,9,9,9,9,Delhi,2,9,9
29.5,800,9,9,9,9,9,9,Delhi,2,9,9
21.7,1000,9,9,9,9,9,9,Delhi,3,9,9
27.5,800,9,9,9,9,9,9,Delhi,2,9,9
21.1,1000,9,9,9,9,9,9,Delhi,3,9,9
24.0,800,9,9,9,9,9,9,Delhi,2,9,9
23.5,800,9,9,9,9,9,9,Delhi,2,9,9
21.2,800,9,9,9,9,9,9,Delhi,2,9,9
20.2,810,9,9,9,9,9,9,Delhi,2,9,9
22.7,800,9,9,9,9,9,9,Delhi,2,9,9
27.0,800,9,9,9,9,9,9,Delhi,2,9,9
23.1,1000,9,9,9,9,9,9,Delhi,3,9,9
22.6,800,9,9,9,9,9,9,Delhi,2,9,9
21.4,800,9,9,9,9,9,9,Delhi,2,9,9
21.4,800,9,9,9,9,9,9,Delhi,2,9,9
27.0,800,9,9,9,9,9,9,Delhi,2,9,9
23.0,1000,9,9,9,9,9,9,Delhi,3,9,9
29.5,800,9,9,9,9,9,9,Delhi,2,9,9
29.0,1000,9,9,9,9,9,9,Delhi,3,9,9
22.2,1000,9,9,9,9,9,9,Delhi,3,9,9
28.0,800,9,9,9,9,9,9,Delhi,2,9,9
23.1,1000,9,9,9,9,9,9,Delhi,3,9,9
24.0,800,9,9,9,9,9,9,Delhi,2,9,9
21.0,800,9,9,9,9,9,9,Delhi,2,9,9
29.0,800,9,9,9,9,9,9,Delhi,2,9,9
20.0,1000,9,9,9,9,9,9,Delhi,3,9,9
28.0,800,9,9,9,9,9,9,Delhi,2,9,9
21.0,800,9,9,9,9,9,9,Delhi,2,9,9
27.0,800,9,9,9,9,9,9,Delhi,2,9,9
21.2,800,9,9,9,9,9,9,Delhi,2,9,9
21.0,800,9,9,9,9,9,9,Delhi,2,9,9
22.5,800,9,9,9,9,9,9,Delhi,2,9,9
28.0,800,9,9,9,9,9,9,Delhi,2,9,9
29.0,1000,9,9,9,9,9,9,Delhi,3,9,9
22.8,1000,9,9,9,9,9,9,Delhi,3,9,9
22.9,800,9,9,9,9,9,9,Delhi,2,9,9
24.0,800,9,9,9,9,9,9,Delhi,2,9,9
21.0,800,9,9,9,9,9,9,Delhi,2,9,9
29.0,800,9,9,9,9,9,9,Delhi,2,9,9
20.0,1000,9,9,9,9,9,9,Delhi,3,9,9
28.0,800,9,9,9,9,9,9,Delhi,2,9,9
21.0,800,9,9,9,9,9,9,Delhi,2,9,9
27.0,800,9,9,9,9,9,9,Delhi,2,9,9
21.2,800,9,9,9,9,9,9,Delhi,2,9,9
23.5,800,9,9,9,9,9,9,Delhi,2,9,9
30.0,800,9,9,9,9,9,9,Delhi,2,9,9
29.8,1000,9,9,9,9,9,9,Delhi,3,9,9
28.2,800,9,9,9,9,9,9,Delhi,2,9,9
21.3,1000,9,9,9,9,9,9,Delhi,3,9,9
22.1,800,9,9,9,9,9,9,Delhi,2,9,9
22.0,800,9,9,9,9,9,9,Delhi,2,9,9
21.6,800,9,9,9,9,9,9,Delhi,2,9,9
22.2,800,9,9,9,9,9,9,Delhi,2,9,9
22.8,800,9,9,9,9,9,9,Delhi,2,9,9
20.9,800,9,9,9,9,9,9,Delhi,2,9,9
22.3,800,9,9,9,9,9,9,Delhi,2,9,9
25.4,800,9,9,9,9,9,9,Delhi,2,9,9
27.3,1000,9,9,9,9,9,9,Delhi,3,9,9
21.2,1000,9,9,9,9,9,9,Delhi,3,9,9
22.4,800,9,9,9,9,9,9,Delhi,2,9,9
24.1,800,9,9,9,9,9,9,Delhi,2,9,9
20.8,800,9,9,9,9,9,9,Delhi,2,9,9
22.4,800,9,9,9,9,9,9,Delhi,2,9,9
21.9,800,9,9,9,9,9,9,Delhi,2,9,9
28.8,800,9,9,9,9,9,9,Delhi,2,9,9
23.9,1000,9,9,9,9,9,9,Delhi,3,9,9
29.1,800,9,9,9,9,9,9,Delhi,2,9,9
22.4,1000,9,9,9,9,9,9,Delhi,3,9,9
29.1,800,9,9,9,9,9,9,Delhi,3,9,9
28.1,1000,9,9,9,9,9,9,Delhi,3,9,9
21.6,1000,9,9,9,9,9,9,Delhi,3,9,9
22.5,800,9,9,9,9,9,9,Delhi,2,9,9
23.5,800,9,9,9,9,9,9,Delhi,2,9,9
28.4,800,9,9,9,9,9,9,Delhi,2,9,9
22.8,1000,9,9,9,9,9,9,Delhi,3,9,9
28.8,1000,9,9,9,9,9,9,Delhi,3,9,9
21.8,1000,9,9,9,9,9,9,Delhi,3,9,9
22.1,800,9,9,9,9,9,9,Delhi,2,9,9
28.0,800,9,9,9,9,9,9,Delhi,2,9,9
27.1,1000,9,9,9,9,9,9,Delhi,3,9,9
21.3,1000,9,9,9,9,9,9,Delhi,3,9,9
21.8,800,9,9,9,9,9,9,Delhi,2,9,9
22.6,800,9,9,9,9,9,9,Delhi,2,9,9
27.8,800,9,9,9,9,9,9,Delhi,2,9,9
22.4,1000,9,9,9,9,9,9,Delhi,3,9,9
28.1,800,9,9,9,9,9,9,Delhi,2,9,9
20.6,1000,9,9,9,9,9,9,Delhi,3,9,9
22.7,800,9,9,9,9,9,9,Delhi,2,9,9
27.8,800,9,9,9,9,9,9,Delhi,2,9,9
28.0,800,9,9,9,9,9,9,Delhi,2,9,9
29.8,800,9,9,9,9,9,9,Delhi,2,9,9
27.0,1000,9,9,9,9,9,9,Delhi,3,9,9
21.5,1000,9,9,9,9,9,9,Delhi,3,9,9
21.2,780,9,9,9,9,9,9,Delhi,2,9,9
27.5,800,9,9,9,9,9,9,Delhi,2,9,9
30.0,1000,9,9,9,9,9,9,Delhi,3,9,9
30.1,1000,9,9,9,9,9,9,Delhi,3,9,9
22.5,1000,9,9,9,9,9,9,Delhi,3,9,9
23.0,800,9,9,9,9,9,9,Delhi,2,9,9
22.5,800,9,9,9,9,9,9,Delhi,2,9,9
29.8,1000,9,9,9,9,9,9,Delhi,3,9,9
20.8,1000,9,9,9,9,9,9,Delhi,3,9,9
28.0,800,9,9,9,9,9,9,Delhi,2,9,9
29.8,1000,9,9,9,9,9,9,Delhi,3,9,9
28.2,800,9,9,9,9,9,9,Delhi,2,9,9
21.3,1000,9,9,9,9,9,9,Delhi,3,9,9
22.1,800,9,9,9,9,9,9,Delhi,2,9,9
27.0,800,9,9,9,9,9,9,Delhi,2,9,9
21.2,1000,9,9,9,9,9,9,Delhi,3,9,9
20.6,800,9,9,9,9,9,9,Delhi,2,9,9
22.6,800,9,9,9,9,9,9,Delhi,2,9,9
21.0,800,9,9,9,9,9,9,Delhi,2,9,9
23.5,800,9,9,9,9,9,9,Delhi,2,9,9
29.2,800,9,9,9,9,9,9,Delhi,2,9,9
24.8,1000,9,9,9,9,9,9,Delhi,3,9,9
22.1,800,9,9,9,9,9,9,Delhi,2,9,9
29.5,800,9,9,9,9,9,9,Delhi,2,9,9
30.4,1000,9,9,9,9,9,9,Delhi,3,9,9
30.6,1000,9,9,9,9,9,9,Delhi,3,9,9
23.6,1000,9,9,9,9,9,9,Delhi,3,9,9
24.0,800,9,9,9,9,9,9,Delhi,2,9,9
30.0,800,9,9,9,9,9,9,Delhi,2,9,9
20.6,1000,9,9,9,9,9,9,Delhi,3,9,9
22.0,800,9,9,9,9,9,9,Delhi,2,9,9
22.0,800,9,9,9,9,9,9,Delhi,2,9,9
29.0,800,9,9,9,9,9,9,Delhi,2,9,9
23.1,1000,9,9,9,9,9,9,Delhi,3,9,9
23.5,800,9,9,9,9,9,9,Delhi,2,9,9
27.0,800,9,9,9,9,9,9,Delhi,2,9,9
30.1,800,9,9,9,9,9,9,Delhi,2,9,9
23.0,1000,9,9,9,9,9,9,Delhi,3,9,9
27.0,800,9,9,9,9,9,9,Delhi,2,9,9
27.8,800,9,9,9,9,9,9,Delhi,2,9,9
28.0,800,9,9,9,9,9,9,Delhi,2,9,9
26.0,800,9,9,9,9,9,9,Delhi,2,9,9
23.5,1000,9,9,9,9,9,9,Delhi,3,9,9
30.1,800,9,9,9,9,9,9,Delhi,2,9,9
23.0,1000,9,9,9,9,9,9,Delhi,3,9,9
28.0,800,9,9,9,9,9,9,Delhi,2,9,9
29.8,800,9,9,9,9,9,9,Delhi,2,9,9
28.0,1000,9,9,9,9,9,9,Delhi,3,9,9
31.0,800,9,9,9,9,9,9,Delhi,2,9,9
23.9,1000,9,9,9,9,9,9,Delhi,3,9,9
27.0,800,9,9,9,9,9,9,Delhi,2,9,9
50.0,800,9,9,9,9,9,9,Delhi,2,9,9
30.3,500,9,9,9,9,9,9,Delhi,1,9,9
23.5,1000,9,9,9,9,9,9,Delhi,3,9,9
25.0,800,9,9,9,9,9,9,Delhi,2,9,9
27.0,1000,9,9,9,9,9,9,Delhi,3,9,9
30.0,800,9,9,9,9,9,9,Delhi,2,9,9
33.0,1000,9,9,9,9,9,9,Delhi,3,9,9
24.5,1000,9,9,9,9,9,9,Delhi,3,9,9
203.0,800,9,9,9,9,9,9,Delhi,2,9,9
30.2,1000,9,9,9,9,9,9,Delhi,3,9,9
22.4,1000,9,9,9,9,9,9,Delhi,3,9,9
28.2,800,9,9,9,9,9,9,Delhi,2,9,9
22.1,1000,9,9,9,9,9,9,Delhi,3,9,9
23.6,800,9,9,9,9,9,9,Delhi,2,9,9
24.0,800,9,9,9,9,9,9,Delhi,2,9,9
20.3,800,9,9,9,9,9,9,Delhi,2,9,9
22.5,1000,9,9,9,9,9,9,Delhi,3,9,9
28.4,800,9,9,9,9,9,9,Delhi,2,9,9
29.5,1000,9,9,9,9,9,9,Delhi,3,9,9
20.8,1000,9,9,9,9,9,9,Delhi,3,9,9
21.0,800,9,9,9,9,9,9,Delhi,2,9,9
22.9,800,9,9,9,9,9,9,Delhi,2,9,9
22.4,810,9,9,9,9,9,9,Delhi,2,9,9
23.5,800,9,9,9,9,9,9,Delhi,2,9,9
29.1,800,9,9,9,9,9,9,Delhi,2,9,9
22.2,1000,9,9,9,9,9,9,Delhi,3,9,9
22.8,800,9,9,9,9,9,9,Delhi,2,9,9
22.4,800,9,9,9,9,9,9,Delhi,2,9,9
22.4,800,9,9,9,9,9,9,Delhi,2,9,9
29.5,800,9,9,9,9,9,9,Delhi,2,9,9
21.5,1000,9,9,9,9,9,9,Delhi,2,9,9
21.3,800,9,9,9,9,9,9,Delhi,2,9,9
22.1,800,9,9,9,9,9,9,Delhi,2,9,9
27.2,800,9,9,9,9,9,9,Delhi,2,9,9
21.2,1000,9,9,9,9,9,9,Delhi,3,9,9
29.5,800,9,9,9,9,9,9,Delhi,2,9,9
23.0,1000,9,9,9,9,9,9,Delhi,3,9,9
21.0,800,9,9,9,9,9,9,Delhi,2,9,9
29.3,800,9,9,9,9,9,9,Delhi,2,9,9
29.1,1000,9,9,9,9,9,9,Delhi,3,9,9
22.4,1000,9,9,9,9,9,9,Delhi,3,9,9
22.8,800,9,9,9,9,9,9,Delhi,2,9,9
29.8,800,9,9,9,9,9,9,Delhi,2,9,9
20.7,1000,9,9,9,9,9,9,Delhi,3,9,9
28.7,800,9,9,9,9,9,9,Delhi,2,9,9
21.8,1000,9,9,9,9,9,9,Delhi,3,9,9
28.2,800,9,9,9,9,9,9,Delhi,2,9,9
22.1,1000,9,9,9,9,9,9,Delhi,3,9,9
23.6,800,9,9,9,9,9,9,Delhi,2,9,9
24.0,800,9,9,9,9,9,9,Delhi,2,9,9
20.3,800,9,9,9,9,9,9,Delhi,2,9,9
22.5,1000,9,9,9,9,9,9,Delhi,3,9,9
28.4,800,9,9,9,9,9,9,Delhi,2,9,9
29.5,1000,9,9,9,9,9,9,Delhi,3,9,9
20.8,1000,9,9,9,9,9,9,Delhi,3,9,9
21.0,800,9,9,9,9,9,9,Delhi,2,9,9
22.9,800,9,9,9,9,9,9,Delhi,2,9,9
22.4,810,9,9,9,9,9,9,Delhi,2,9,9
23.5,800,9,9,9,9,9,9,Delhi,2,9,9
29.1,800,9,9,9,9,9,9,Delhi,2,9,9
22.2,1000,9,9,9,9,9,9,Delhi,3,9,9
22.8,800,9,9,9,9,9,9,Delhi,2,9,9
22.4,800,9,9,9,9,9,9,Delhi,2,9,9
22.4,800,9,9,9,9,9,9,Delhi,2,9,9
29.5,800,9,9,9,9,9,9,Delhi,2,9,9
21.5,1000,9,9,9,9,9,9,Delhi,2,9,9
21.3,800,9,9,9,9,9,9,Delhi,2,9,9
22.1,800,9,9,9,9,9,9,Delhi,2,9,9
27.2,800,9,9,9,9,9,9,Delhi,2,9,9
21.2,1000,9,9,9,9,9,9,Delhi,3,9,9
29.5,800,9,9,9,9,9,9,Delhi,2,9,9
23.0,1000,9,9,9,9,9,9,Delhi,3,9,9
21.0,800,9,9,9,9,9,9,Delhi,2,9,9
29.3,800,9,9,9,9,9,9,Delhi,2,9,9
29.1,1000,9,9,9,9,9,9,Delhi,3,9,9
22.4,1000,9,9,9,9,9,9,Delhi,3,9,9
22.8,800,9,9,9,9,9,9,Delhi,2,9,9
29.8,800,9,9,9,9,9,9,Delhi,2,9,9
20.7,1000,9,9,9,9,9,9,Delhi,3,9,9
28.7,800,9,9,9,9,9,9,Delhi,2,9,9
21.8,1000,9,9,9,9,9,9,Delhi,3,9,9
28.3,800,9,9,9,9,9,9,Delhi,2,9,9
30.2,1000,9,9,9,9,9,9,Delhi,3,9,9
30.2,1000,9,9,9,9,9,9,Delhi,3,9,9
24.0,800,9,9,9,9,9,9,Delhi,3,9,9
29.0,800,9,9,9,9,9,9,Delhi,2,9,9
22.0,1000,9,9,9,9,9,9,Delhi,3,9,9
30.0,800,9,9,9,9,9,9,Delhi,2,9,9
21.1,1000,9,9,9,9,9,9,Delhi,3,9,9
23.1,800,9,9,9,9,9,9,Delhi,2,9,9
21.2,800,9,9,9,9,9,9,Delhi,2,9,9
30.2,800,9,9,9,9,9,9,Delhi,2,9,9
39.0,1100,9,9,9,9,9,9,Delhi,3,9,9
24.5,750,9,9,9,9,9,9,Delhi,2,9,9
85.0,500,9,9,9,9,9,9,Delhi,2,9,9
200.0,855,9,9,9,9,9,9,Delhi,2,9,9
45.0,1000,9,9,9,9,9,9,Delhi,2,9,9
65.0,850,9,9,9,9,9,9,Delhi,2,9,9
95.0,850,9,9,9,9,9,9,Delhi,2,9,9
45.0,850,9,9,9,9,9,9,Delhi,3,9,9
55.0,800,9,9,9,9,9,9,Delhi,2,9,9
80.0,750,9,9,9,9,9,9,Delhi,2,9,9
65.0,950,9,9,9,9,9,9,Delhi,3,9,9
100.0,800,9,9,9,9,9,9,Delhi,2,9,9
100.0,1100,9,9,9,9,9,9,Delhi,3,9,9
75.0,850,9,9,9,9,9,9,Delhi,2,9,9
47.0,1000,9,9,9,9,9,9,Delhi,3,9,9
20.0,820,9,9,9,9,9,9,Delhi,3,9,9
27.0,500,9,9,9,9,9,9,Delhi,1,9,9
24.0,625,9,9,9,9,9,9,Delhi,2,9,9
89.0,525,9,9,9,9,9,9,Delhi,2,9,9
35.0,1050,9,9,9,9,9,9,Delhi,4,9,9
42.0,750,9,9,9,9,9,9,Delhi,2,9,9
36.5,850,9,9,9,9,9,9,Delhi,3,9,9
24.5,720,9,9,9,9,9,9,Delhi,3,9,9
45.5,540,9,9,9,9,9,9,Delhi,2,9,9
32.5,900,9,9,9,9,9,9,Delhi,3,9,9
28.0,675,9,9,9,9,9,9,Delhi,3,9,9
45.5,650,9,9,9,9,9,9,Delhi,2,9,9
130.0,900,9,9,9,9,9,9,Delhi,3,9,9
355.0,1700,9,9,9,9,9,9,Delhi,3,9,9
50.0,2450,9,9,9,9,9,9,Delhi,3,9,9
40.0,1000,9,9,9,9,9,9,Delhi,3,9,9
20.0,900,9,9,9,9,9,9,Delhi,3,9,9
50.0,500,9,9,9,9,9,9,Delhi,1,9,9
30.0,1000,9,9,9,9,9,9,Delhi,3,9,9
40.0,750,9,9,9,9,9,9,Delhi,2,9,9
26.0,900,9,9,9,9,9,9,Delhi,3,9,9
30.0,650,9,9,9,9,9,9,Delhi,2,9,9
35.0,750,9,9,9,9,9,9,Delhi,2,9,9
35.0,850,9,9,9,9,9,9,Delhi,3,9,9
25.0,850,9,9,9,9,9,9,Delhi,3,9,9
25.0,600,9,9,9,9,9,9,Delhi,2,9,9
55.0,600,9,9,9,9,9,9,Delhi,2,9,9
40.0,1050,9,9,9,9,9,9,Delhi,3,9,9
75.0,800,9,9,9,9,9,9,Delhi,2,9,9
75.0,850,9,9,9,9,9,9,Delhi,1,9,9
120.0,850,9,9,9,9,9,9,Delhi,1,9,9
542.0,1400,9,9,9,9,9,9,Delhi,2,9,9
423.0,4376,9,9,9,9,9,9,Delhi,4,9,9
65.0,5582,9,9,9,9,9,9,Delhi,5,9,9
52.0,1225,9,9,9,9,9,9,Delhi,3,9,9
65.0,600,9,9,9,9,9,9,Delhi,1,9,9
65.0,2360,9,9,9,9,9,9,Delhi,3,9,9
45.0,1020,9,9,9,9,9,9,Delhi,2,9,9
128.0,600,9,9,9,9,9,9,Delhi,1,9,9
150.0,1400,9,9,9,9,9,9,Delhi,2,9,9
600.0,1900,9,9,9,9,9,9,Delhi,3,9,9
800.0,1103,9,9,9,9,9,9,Delhi,2,9,9
200.0,1105,9,9,9,9,9,9,Delhi,2,9,9
500.0,1106,9,9,9,9,9,9,Delhi,2,9,9
500.0,1107,9,9,9,9,9,9,Delhi,2,9,9
550.0,1207,9,9,9,9,9,9,Delhi,2,9,9
35.0,1201,9,9,9,9,9,9,Delhi,2,9,9
23.0,585,9,9,9,9,9,9,Delhi,2,9,9
30.0,800,9,9,9,9,9,9,Delhi,2,9,9
26.0,1000,9,9,9,9,9,9,Delhi,3,9,9
23.5,1000,9,9,9,9,9,9,Delhi,3,9,9
178.0,800,9,9,9,9,9,9,Delhi,2,9,9
28.0,800,9,9,9,9,9,9,Delhi,2,9,9
22.0,800,9,9,9,9,9,9,Delhi,2,9,9
29.0,800,9,9,9,9,9,9,Delhi,2,9,9
26.0,1000,9,9,9,9,9,9,Delhi,2,9,9
20.0,1000,9,9,9,9,9,9,Delhi,3,9,9
85.0,800,9,9,9,9,9,9,Delhi,2,9,9
165.0,1498,9,9,9,9,9,9,Delhi,3,9,9
27.0,1965,9,9,9,9,9,9,Delhi,3,9,9
280.0,586,9,9,9,9,9,9,Delhi,2,9,9
25.0,1600,9,9,9,9,9,9,Delhi,4,9,9
26.0,600,9,9,9,9,9,9,Delhi,1,9,9
24.0,600,9,9,9,9,9,9,Delhi,1,9,9
26.0,650,9,9,9,9,9,9,Delhi,1,9,9
35.0,750,9,9,9,9,9,9,Delhi,2,9,9
65.0,1200,9,9,9,9,9,9,Delhi,2,9,9
47.0,2900,9,9,9,9,9,9,Delhi,4,9,9
21.0,650,9,9,9,9,9,9,Delhi,2,9,9
25.0,550,9,9,9,9,9,9,Delhi,1,9,9
25.0,810,9,9,9,9,9,9,Delhi,2,9,9
125.0,600,9,9,9,9,9,9,Delhi,3,9,9
36.0,2700,9,9,9,9,9,9,Delhi,6,9,9
54.0,750,9,9,9,9,9,9,Delhi,2,9,9
45.0,1200,9,9,9,9,9,9,Delhi,2,9,9
54.0,1000,9,9,9,9,9,9,Delhi,4,9,9
56.0,550,9,9,9,9,9,9,Delhi,1,9,9
29.0,810,9,9,9,9,9,9,Delhi,2,9,9
115.0,900,9,9,9,9,9,9,Delhi,2,9,9
60.0,1000,9,9,9,9,9,9,Delhi,2,9,9
359.0,240,9,9,9,9,9,9,Delhi,1,9,9
35.9,2000,9,9,9,9,9,9,Delhi,3,9,9
35.9,2000,9,9,9,9,9,9,Delhi,3,9,9
69.0,2000,9,9,9,9,9,9,Delhi,3,9,9
86.0,1537,9,9,9,9,9,9,Delhi,3,9,9
37.0,1709,9,9,9,9,9,9,Delhi,3,9,9
45.0,1100,9,9,9,9,9,9,Delhi,2,9,9
130.0,2911,9,9,9,9,9,9,Delhi,3,9,9
175.0,900,9,9,9,9,9,9,Delhi,2,9,9
240.0,1200,9,9,9,9,9,9,Delhi,3,9,9
240.0,1200,9,9,9,9,9,9,Delhi,3,9,9
175.0,1200,9,9,9,9,9,9,Delhi,3,9,9
85.0,1200,9,9,9,9,9,9,Delhi,3,9,9
90.0,750,9,9,9,9,9,9,Delhi,1,9,9
38.0,750,9,9,9,9,9,9,Delhi,1,9,9
62.0,720,9,9,9,9,9,9,Delhi,3,9,9
47.0,900,9,9,9,9,9,9,Delhi,3,9,9
155.0,900,9,9,9,9,9,9,Delhi,3,9,9
180.0,1050,9,9,9,9,9,9,Delhi,2,9,9
25.0,1350,9,9,9,9,9,9,Delhi,3,9,9
40.0,600,9,9,9,9,9,9,Delhi,3,9,9
2985.0,1200,9,9,9,9,9,9,Delhi,3,9,9
40.0,6521,9,9,9,9,9,9,Delhi,5,9,9
175.0,810,9,9,9,9,9,9,Delhi,2,9,9
175.0,1442,9,9,9,9,9,9,Delhi,3,9,9
45.0,1400,9,9,9,9,9,9,Delhi,3,9,9
140.0,677,9,9,9,9,9,9,Delhi,2,9,9
435.0,1143,9,9,9,9,9,9,Delhi,3,9,9
28.0,2340,9,9,9,9,9,9,Delhi,4,9,9
200.0,1250,9,9,9,9,9,9,Delhi,3,9,9
325.0,1200,9,9,9,9,9,9,Delhi,3,9,9
1989.0,2111,9,9,9,9,9,9,Delhi,4,9,9
2854.0,6541,9,9,9,9,9,9,Delhi,5,9,9
25.0,6521,9,9,9,9,9,9,Delhi,5,9,9
125.0,700,9,9,9,9,9,9,Delhi,1,9,9
85.0,1490,9,9,9,9,9,9,Delhi,3,9,9
175.0,1197,9,9,9,9,9,9,Delhi,3,9,9
180.0,605,9,9,9,9,9,9,Delhi,3,9,9
300.0,1620,9,9,9,9,9,9,Delhi,3,9,9
125.0,2808,9,9,9,9,9,9,Delhi,2,9,9
7044.0,1490,9,9,9,9,9,9,Delhi,3,9,9
180.0,6544,9,9,9,9,9,9,Delhi,5,9,9
300.0,1620,9,9,9,9,9,9,Delhi,3,9,9
27.0,2808,9,9,9,9,9,9,Delhi,2,9,9
21.0,450,9,9,9,9,9,9,Delhi,2,9,9
65.0,2160,9,9,9,9,9,9,Delhi,4,9,9
190.0,900,9,9,9,9,9,9,Delhi,2,9,9
280.0,1610,9,9,9,9,9,9,Delhi,2,9,9
115.0,1629,9,9,9,9,9,9,Delhi,2,9,9
60.0,2700,9,9,9,9,9,9,Delhi,6,9,9
65.0,1102,9,9,9,9,9,9,Delhi,2,9,9
180.0,945,9,9,9,9,9,9,Delhi,2,9,9
55.0,1620,9,9,9,9,9,9,Delhi,2,9,9
175.0,738,9,9,9,9,9,9,Delhi,2,9,9
55.0,1401,9,9,9,9,9,9,Delhi,2,9,9
85.0,738,9,9,9,9,9,9,Delhi,2,9,9
65.0,1101,9,9,9,9,9,9,Delhi,2,9,9
